City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,City Description
363,Vega De Alatorre,20.03,-96.63,86.2,66,24,12.46,MX,few clouds
364,Ancud,-41.87,-73.82,48.2,87,90,12.75,CL,overcast clouds
365,Orlik,52.52,99.83,41.31,71,28,0.49,RU,scattered clouds
366,Kodiak,57.79,-152.41,60.8,72,90,4.7,US,overcast clouds
367,Kangaatsiaq,68.31,-53.46,46.92,76,9,3.2,GL,clear sky
368,Burnie,-41.07,145.92,41.0,76,82,7.0,AU,broken clouds
369,Santander,43.46,-3.8,70.0,73,40,3.36,ES,scattered clouds
370,Oparino,59.85,48.28,58.14,96,96,4.7,RU,overcast clouds
371,Grand Gaube,-20.01,57.66,66.99,82,35,5.01,MU,light rain
372,Novikovo,51.15,37.89,62.29,63,74,1.9,RU,broken clouds
373,Pingliang,35.54,106.69,58.87,65,0,5.17,CN,clear sky
374,Birjand,32.87,59.22,82.4,28,20,11.41,IR,few clouds
375,Weiser,44.25,-116.97,91.0,34,1,4.76,US,clear sky
376,Aldan,58.6,125.39,37.33,80,0,1.3,RU,clear sky
377,Hamilton,39.18,-84.53,87.01,61,75,3.89,US,broken clouds
378,Friockheim,56.64,-2.66,60.8,72,20,5.82,GB,few clouds
379,Abong Mbang,3.98,13.18,68.58,96,100,3.51,CM,moderate rain
380,Isabela,6.71,121.97,78.8,85,2,5.32,PH,clear sky
381,Balkhash,46.84,74.98,70.99,46,55,8.14,KZ,broken clouds
382,Namibe,-15.2,12.15,66.88,86,86,1.45,AO,overcast clouds
383,Birao,10.28,22.79,71.51,93,96,4.59,CF,overcast clouds
384,Pokhara,28.23,83.98,71.67,79,100,1.41,NP,overcast clouds
385,Ust-Nera,64.57,143.2,37.44,73,100,5.66,RU,overcast clouds
386,Almenara,-16.18,-40.69,71.02,69,99,5.88,BR,overcast clouds
387,Waddan,29.16,16.14,80.94,37,0,15.48,LY,clear sky
388,Abnub,27.27,31.15,86.0,37,0,11.41,EG,clear sky
389,Turukhansk,65.82,87.98,52.23,89,59,9.08,RU,broken clouds
390,Port Said,31.26,32.28,82.4,74,0,11.41,EG,clear sky
391,Marawi,8.0,124.29,75.0,92,67,4.0,PH,broken clouds
392,Marsaxlokk,35.84,14.54,82.0,88,0,6.93,MT,clear sky
393,Tutoia,-2.76,-42.27,81.37,74,6,14.16,BR,clear sky
394,Puyang,29.46,119.89,76.62,80,0,0.67,CN,clear sky
395,Kazachinskoye,57.7,93.28,52.34,87,74,3.09,RU,broken clouds
396,Awbari,26.59,12.78,82.72,21,0,7.36,LY,clear sky
397,Sembe,1.65,14.58,71.47,93,100,2.73,CG,moderate rain
398,Banjar,-8.19,114.97,77.0,100,40,4.7,ID,scattered clouds
399,Provost,52.35,-110.27,71.53,44,97,2.77,CA,overcast clouds
400,High Rock,26.62,-78.28,89.6,75,40,16.11,BS,scattered clouds
401,Vanimo,-2.67,141.3,77.7,81,100,4.5,PG,moderate rain
402,Astaneh-Ye Ashrafiyeh,37.26,49.94,62.6,100,90,11.41,IR,moderate rain
403,Cascais,38.7,-9.42,73.0,73,20,26.4,PT,few clouds
404,Sisimiut,66.94,-53.67,47.12,76,5,4.85,GL,clear sky
405,Gizo,-8.1,156.84,79.83,84,100,23.2,SB,moderate rain
406,Gamba,-2.65,10.0,73.45,82,75,6.82,GA,broken clouds
407,Winnemucca,40.97,-117.74,89.6,7,1,9.42,US,haze
408,Sept-Iles,50.2,-66.38,64.4,52,20,6.93,CA,few clouds
409,Palmer,42.16,-72.33,91.99,43,75,5.82,US,broken clouds
410,General Pico,-35.66,-63.76,67.42,28,0,17.56,AR,clear sky
411,Harper,4.38,-7.72,76.51,80,91,9.44,LR,overcast clouds
412,Shalyhyne,51.57,34.12,61.05,59,0,6.35,UA,clear sky
413,Tyup,42.73,78.36,60.84,39,44,1.97,KG,scattered clouds
414,Ahipara,-35.17,173.17,55.62,80,89,17.25,NZ,light rain
415,Cajabamba,-7.62,-78.05,70.12,30,0,6.33,PE,clear sky
416,Puerto Escondido,15.85,-97.07,84.2,66,90,10.29,MX,overcast clouds
417,Sesheke,-17.48,24.3,66.2,39,41,1.12,ZM,scattered clouds
418,Kambove,-10.88,26.6,61.72,52,3,5.44,CD,clear sky
419,Bengkulu,-3.8,102.27,76.21,87,100,5.28,ID,overcast clouds
420,Siniscola,40.57,9.69,77.0,50,0,19.46,IT,clear sky
421,Komsomolskiy,40.43,71.72,77.0,36,0,6.93,UZ,clear sky
422,Margate,51.38,1.39,66.0,78,100,3.0,GB,light rain
423,Paamiut,61.99,-49.67,42.42,88,0,4.05,GL,clear sky
424,Kieta,-6.22,155.63,76.66,83,100,5.79,PG,light rain
425,Komatipoort,-25.43,31.95,60.01,64,0,3.09,ZA,clear sky
426,Ronda,36.74,-5.17,81.0,70,0,3.69,ES,clear sky
427,Agadez,19.75,10.25,83.7,53,34,22.32,NE,light rain
428,Darien,41.75,-87.97,90.0,55,40,12.75,US,scattered clouds
429,Acarau,-2.89,-40.12,80.37,68,0,21.09,BR,clear sky
430,Jaque,7.52,-78.17,81.52,77,100,5.1,PA,light rain
431,Catio,11.28,-15.25,79.66,80,100,2.35,GW,overcast clouds
432,Nieves,15.33,120.95,76.08,92,88,2.21,PH,overcast clouds
433,Yarmouth,41.71,-70.23,82.99,74,1,9.17,US,clear sky
434,Fukue,32.69,128.84,82.0,77,0,6.24,JP,clear sky
435,Ankang,32.68,109.02,71.08,89,100,3.27,CN,overcast clouds
436,Ilulissat,69.22,-51.1,44.6,58,0,3.36,GL,clear sky
437,Umm Lajj,25.02,37.27,83.53,59,0,3.49,SA,clear sky
438,Along,28.17,94.77,72.84,88,73,1.57,IN,light rain
439,Bontang,0.13,117.5,76.46,84,38,4.41,ID,scattered clouds
440,Batagay-Alyta,67.8,130.41,35.71,87,100,8.3,RU,overcast clouds
441,Akersberga,59.48,18.3,64.0,77,26,3.0,SE,scattered clouds
442,Inzhavino,52.32,42.49,58.68,60,0,1.19,RU,clear sky
443,Emerald,-23.53,148.17,46.4,42,0,6.93,AU,clear sky
444,Teguldet,57.31,88.17,50.95,96,73,2.28,RU,broken clouds
445,Salinopolis,-0.61,-47.36,82.36,77,88,11.52,BR,overcast clouds
446,Emet,39.34,29.26,63.52,71,0,3.83,TR,clear sky
447,Buala,-8.14,159.59,80.26,81,100,7.4,SB,light rain
448,Santarem,-2.44,-54.71,78.8,88,75,3.36,BR,broken clouds
449,Taltal,-25.4,-70.48,56.84,65,36,2.44,CL,scattered clouds
450,Dibombari,4.18,9.66,75.2,100,75,1.12,CM,light intensity drizzle
451,Roald,62.58,6.13,51.8,71,75,12.75,NO,light rain
452,Sioux Lookout,50.1,-91.92,75.2,73,75,6.93,CA,broken clouds
453,Khorixas,-20.37,14.97,60.73,32,0,5.06,NA,clear sky
454,Vao,-22.67,167.48,70.27,78,99,12.86,NC,overcast clouds
455,Zelenoborskiy,66.84,32.36,57.58,91,100,9.89,RU,light rain
456,Matara,5.95,80.54,78.04,87,2,4.85,LK,clear sky
457,La Ronge,55.1,-105.28,69.8,49,75,23.04,CA,broken clouds
458,Seoul,37.57,126.98,77.0,83,90,1.9,KR,overcast clouds
459,Workington,54.64,-3.54,59.0,91,87,4.0,GB,light rain
460,Mamontovo,52.71,81.62,59.07,63,97,6.89,RU,overcast clouds
461,Port Blair,11.67,92.75,81.3,82,96,9.26,IN,overcast clouds
462,Gunjur,13.2,-16.73,82.4,83,75,5.82,GM,broken clouds
463,Porto Santo,33.07,-16.34,73.4,78,40,13.87,PT,scattered clouds
464,Argenta,44.61,11.84,73.99,92,55,5.01,IT,light rain
465,Cockburn Town,21.46,-71.14,84.07,79,100,27.22,TC,overcast clouds
466,Nanzhou,29.36,112.4,78.78,85,0,6.87,CN,clear sky
467,Totness,5.88,-56.32,84.7,69,70,10.69,SR,broken clouds
468,Sistranda,63.73,8.83,50.0,76,40,16.11,NO,shower rain
469,Tongliao,43.61,122.27,68.5,88,100,14.03,CN,light rain
470,Maragogi,-9.01,-35.22,75.13,76,88,6.04,BR,overcast clouds
471,Gorazde,43.67,18.98,73.4,73,75,8.05,BA,broken clouds
472,Mao,39.89,4.27,75.2,69,0,5.82,ES,clear sky
473,Roxas,11.59,122.75,78.89,84,100,4.0,PH,light rain
474,Solenzo,12.18,-4.08,76.69,84,26,5.32,BF,scattered clouds
475,Kosa,59.94,55.0,51.06,94,0,2.19,RU,clear sky
476,High Level,58.52,-117.14,59.0,87,90,4.7,CA,overcast clouds
477,Barguzin,53.62,109.62,55.83,85,88,4.63,RU,overcast clouds
478,Caravelas,-17.71,-39.25,67.87,89,100,14.85,BR,light rain
479,Honningsvag,70.98,25.97,55.4,82,75,13.87,NO,broken clouds
480,Yerbogachen,61.28,108.01,46.04,68,0,6.53,RU,clear sky
481,Espera Feliz,-20.65,-41.91,57.67,84,93,3.62,BR,overcast clouds
482,Shelton,41.32,-73.09,88.0,69,1,9.17,US,clear sky
483,Yulara,-25.24,130.99,55.4,40,0,4.7,AU,clear sky
484,Saint-Joseph,-21.37,55.62,66.2,77,17,6.93,RE,few clouds
485,Marsh Harbour,26.54,-77.06,85.71,74,0,24.16,BS,light rain
486,Rocky Mountain House,52.37,-114.92,67.14,57,1,4.14,CA,clear sky
487,Luanda,-8.84,13.23,69.8,94,40,2.24,AO,scattered clouds
488,Laiyang,36.98,120.71,78.01,94,99,6.22,CN,overcast clouds
489,Daru,-9.08,143.21,75.18,79,100,12.64,PG,overcast clouds
490,Bacolod,10.67,122.95,78.15,82,74,3.69,PH,broken clouds
491,Kutum,14.2,24.67,69.69,89,96,12.59,SD,heavy intensity rain
492,Hilton Head Island,32.22,-80.75,84.0,78,90,5.82,US,overcast clouds
493,Tazovskiy,67.47,78.7,52.92,93,100,10.58,RU,light rain
494,Kamyshlov,56.84,62.71,50.27,93,2,4.92,RU,clear sky
495,Yatou,37.15,122.38,74.43,94,29,10.09,CN,scattered clouds
496,Vaitape,-16.52,-151.75,77.07,77,26,19.24,PF,scattered clouds
497,Verkh-Usugli,52.7,115.17,50.72,96,100,3.51,RU,overcast clouds
498,Flin Flon,54.77,-101.86,71.6,40,75,24.16,CA,broken clouds
499,Katastarion,37.83,20.77,82.4,51,0,4.7,GR,clear sky
500,Tarko-Sale,64.92,77.78,46.99,93,26,4.97,RU,scattered clouds
501,Kalur Kot,32.16,71.26,95.11,41,0,10.38,PK,clear sky
502,Shingu,33.73,135.98,74.26,89,2,3.38,JP,clear sky
503,Mount Isa,-20.73,139.5,42.8,45,0,3.36,AU,clear sky
504,Yuzhno-Kurilsk,44.03,145.86,61.95,95,25,4.27,RU,scattered clouds
505,Lata,40.16,-8.33,72.0,89,0,1.99,PT,clear sky
506,Kedougou,12.56,-12.17,77.85,87,100,1.7,SN,moderate rain
507,Boa Vista,2.82,-60.67,84.2,62,40,11.41,BR,scattered clouds
508,Srivardhan,18.03,73.02,79.68,86,100,13.2,IN,moderate rain
509,San Quintin,30.48,-115.95,80.26,57,0,10.49,MX,clear sky
510,Dombarovskiy,50.76,59.54,60.82,66,80,9.8,RU,broken clouds
511,Hirara,24.8,125.28,85.08,76,100,29.33,JP,overcast clouds
512,Skjervoy,70.03,20.97,53.6,100,75,8.05,NO,light intensity drizzle rain
513,Bilma,18.69,12.92,92.41,36,15,12.33,NE,moderate rain
514,Riyadh,24.69,46.72,98.6,13,81,6.93,SA,broken clouds
515,Gavle,60.67,17.14,57.0,83,39,1.99,SE,scattered clouds
516,Ballina,-28.87,153.57,50.0,60,0,9.17,AU,clear sky
517,Talaya,61.38,152.75,35.26,85,98,5.61,RU,overcast clouds
518,Balabac,7.99,117.06,82.45,75,100,7.05,PH,overcast clouds
519,Alta Floresta,-9.88,-56.09,96.8,25,0,3.36,BR,clear sky
520,Tamandare,-8.76,-35.1,75.83,73,100,6.35,BR,overcast clouds
521,Tolaga Bay,-38.37,178.3,56.39,67,0,5.61,NZ,clear sky
522,Ntcheu,-14.82,34.64,62.04,71,98,3.24,MW,overcast clouds
523,Havre-Saint-Pierre,50.23,-63.6,60.8,63,75,13.87,CA,broken clouds
524,Hualmay,-11.1,-77.61,66.38,66,6,8.99,PE,clear sky
525,Aguimes,27.91,-15.45,81.0,42,20,29.97,ES,few clouds
526,Tezu,27.92,96.17,75.97,82,98,3.06,IN,overcast clouds
527,Tongling,30.95,117.78,79.3,83,0,2.89,CN,clear sky
528,Zaragoza,41.66,-0.88,75.99,47,53,17.22,ES,broken clouds
529,Kudahuvadhoo,2.67,72.89,83.3,70,100,4.9,MV,light rain
530,Dakar,14.69,-17.44,84.2,79,98,13.87,SN,overcast clouds
531,Tshikapa,-6.42,20.8,78.15,70,100,2.48,CD,overcast clouds
532,Tianpeng,30.99,103.94,75.0,99,100,5.68,CN,light rain
533,Fontem,5.47,9.88,66.09,97,100,0.83,CM,moderate rain
534,Krasnoselkup,65.7,82.47,49.44,92,100,2.24,RU,overcast clouds
535,Rawson,-43.3,-65.1,65.08,28,93,9.22,AR,overcast clouds
536,Vostok,46.49,135.88,52.5,86,98,3.09,RU,overcast clouds
537,Hasaki,35.73,140.83,75.2,100,75,4.7,JP,mist
538,Nizwa,22.93,57.53,86.85,52,100,7.67,OM,overcast clouds
539,Berlevag,70.86,29.09,59.0,87,96,3.36,NO,overcast clouds
540,Terrace,54.52,-128.6,59.0,77,90,3.36,CA,overcast clouds
541,Constitucion,-35.33,-72.42,53.51,74,100,18.59,CL,overcast clouds
542,Nhlangano,-27.12,31.2,55.31,39,0,2.75,SZ,clear sky
543,San Jose,37.34,-121.89,93.0,39,75,5.82,US,light rain
544,Gloversville,43.05,-74.34,88.0,45,1,5.82,US,clear sky
545,Kletskaya,49.31,43.06,62.76,52,0,4.81,RU,clear sky
546,Suhbaatar,50.23,106.21,55.74,88,94,2.57,MN,overcast clouds
547,San Cristobal,7.77,-72.22,89.6,46,40,18.34,VE,scattered clouds
548,Ossora,59.24,163.07,48.52,66,54,3.74,RU,broken clouds
549,Chicama,-7.84,-79.15,72.88,50,1,10.16,PE,clear sky
550,Linguere,15.4,-15.12,88.03,57,99,7.54,SN,overcast clouds
551,Manono,-7.3,27.42,76.55,41,87,2.93,CD,overcast clouds
552,Praia Da Vitoria,38.73,-27.07,78.8,78,20,4.09,PT,few clouds
553,Waipawa,-41.41,175.52,55.4,82,100,12.75,NZ,overcast clouds
554,Rio Gallegos,-51.62,-69.22,44.6,30,20,21.92,AR,few clouds
555,Kluang,2.03,103.33,73.99,100,20,1.12,MY,mist
556,Foz,43.57,-7.25,64.0,1,0,3.36,ES,clear sky
557,Merrill,45.18,-89.68,82.99,65,40,7.65,US,scattered clouds
558,Moindou,-21.69,165.68,68.0,94,90,3.36,NC,overcast clouds
559,Puerto Santander,8.36,-72.41,89.6,46,40,18.34,CO,scattered clouds
560,Ardakan,32.31,54.02,87.8,10,0,4.7,IR,clear sky
561,Aykhal,66.0,111.5,44.6,70,30,8.95,RU,scattered clouds
562,Benemerito De Las Americas,16.52,-90.64,89.82,61,55,2.91,MX,light rain
563,Alihe,50.57,123.72,58.46,93,100,1.79,CN,overcast clouds
564,Ajdabiya,30.76,20.23,76.98,74,0,12.71,LY,clear sky
565,Udachnyy,66.42,112.4,44.6,70,0,8.95,RU,clear sky
566,Querfurt,51.38,11.6,66.99,60,0,1.99,DE,clear sky
567,Lososina,49.0,140.31,60.1,95,92,6.42,RU,overcast clouds
568,Mariakani,-3.86,39.47,75.2,83,20,5.82,KE,few clouds
569,Plettenberg Bay,-34.05,23.37,57.65,75,100,6.33,ZA,overcast clouds
570,Vangaindrano,-23.35,47.6,65.23,90,4,5.17,MG,clear sky
571,Hokitika,-42.72,170.97,51.44,86,100,6.67,NZ,moderate rain
572,Budogoshch,59.28,32.47,61.74,96,100,6.85,RU,overcast clouds
573,Thabazimbi,-24.59,27.41,52.0,56,0,2.21,ZA,clear sky
574,Santa Catarina De Tepehuanes,25.35,-105.73,81.14,29,6,15.79,MX,clear sky
575,Griffith,41.53,-87.42,89.01,48,1,11.41,US,clear sky
576,Vung Tau,10.35,107.08,81.19,82,11,11.41,VN,moderate rain
577,Kostomuksha,64.57,30.58,54.86,88,0,8.37,RU,clear sky
578,Ushtobe,45.25,77.98,71.19,25,93,6.04,KZ,overcast clouds
579,Murgab,37.5,61.97,86.0,40,3,13.87,TM,clear sky
580,Sabha,27.04,14.43,83.01,22,0,9.78,LY,clear sky
581,Aksarka,66.56,67.8,47.8,95,35,9.98,RU,scattered clouds
582,Cuicatlan,17.8,-96.97,89.06,38,46,4.76,MX,scattered clouds
583,Aleksandrovskiy Zavod,50.92,117.94,51.13,93,54,0.83,RU,broken clouds
584,Sao Joao Da Barra,-21.64,-41.05,71.6,60,40,16.11,BR,scattered clouds
585,Hervey Bay,-25.3,152.85,50.0,39,0,8.05,AU,clear sky
586,Kangavar,34.5,47.97,64.4,27,0,2.24,IR,clear sky
587,Sechura,-5.56,-80.82,75.16,47,8,15.23,PE,clear sky
588,Coquimbo,-29.95,-71.34,57.2,58,90,12.75,CL,overcast clouds
589,Kipini,-2.53,40.53,76.3,80,46,17.43,KE,scattered clouds
590,Bardiyah,31.76,25.09,75.69,83,0,10.04,LY,clear sky
591,Noumea,-22.28,166.46,73.0,94,90,3.36,NC,overcast clouds
592,Saryozek,44.36,77.98,68.92,30,55,2.15,KZ,broken clouds
593,Vila Franca Do Campo,37.72,-25.43,75.2,78,20,12.75,PT,few clouds
594,Booue,-0.09,11.94,77.63,71,100,3.74,GA,overcast clouds
595,Sungai Besar,3.67,100.99,75.2,94,20,3.36,MY,few clouds
596,Geraldton,-28.77,114.6,48.2,93,75,6.93,AU,broken clouds
597,Hoi An,15.88,108.33,78.8,94,40,3.36,VN,scattered clouds
598,San Isidro,-12.12,-77.05,66.2,68,75,9.17,PE,broken clouds
599,Micheweni,-4.97,39.83,76.66,76,0,14.58,TZ,clear sky
600,Anadyr,64.75,177.48,51.8,93,40,2.24,RU,light rain
601,Saint-Michel-Des-Saints,46.68,-73.92,75.99,7,100,0.76,CA,overcast clouds
602,Yanaul,56.27,54.93,55.36,86,0,3.49,RU,clear sky
603,Shu,43.6,73.76,73.72,28,14,5.84,KZ,few clouds
604,Mokhsogollokh,61.47,128.92,40.5,80,35,3.89,RU,scattered clouds
605,Lerwick,60.15,-1.15,51.8,66,100,11.41,GB,overcast clouds
606,Haverfordwest,51.8,-4.97,66.0,77,98,17.22,GB,overcast clouds
607,Nurota,40.56,65.69,80.6,28,72,2.24,UZ,broken clouds
608,Kaseda,31.42,130.32,79.57,80,31,4.12,JP,scattered clouds
609,Lazareni,46.87,22.07,68.0,94,57,6.93,RO,light rain
610,Luba,3.46,8.55,76.01,84,100,5.86,GQ,light rain
611,Bam,29.11,58.36,92.53,23,70,7.58,IR,broken clouds
612,Beloha,-25.17,45.05,65.98,85,0,4.83,MG,clear sky
613,Mnogovershinnyy,53.94,139.92,42.76,67,5,1.66,RU,clear sky
614,Lahat,-3.8,103.53,71.69,90,100,2.35,ID,overcast clouds
615,Dukat,62.55,155.55,32.0,98,100,3.33,RU,overcast clouds
616,Nioaque,-21.14,-55.83,76.35,51,0,5.82,BR,clear sky
617,Sola,-13.88,167.55,80.76,83,86,9.78,VU,light rain
618,Manokwari,-0.87,134.08,78.96,72,55,4.07,ID,light rain
619,Pilar,-9.6,-35.96,80.6,65,20,10.29,BR,few clouds
620,Peterhead,57.51,-1.8,53.01,81,75,3.36,GB,light rain
621,Pergamino,-33.89,-60.57,72.0,31,0,4.0,AR,clear sky
622,Elk Plain,47.05,-122.4,73.0,53,1,6.33,US,clear sky
623,Wegorzewo,54.22,21.74,60.33,85,2,5.19,PL,clear sky
624,Avera,33.19,-82.53,82.0,71,90,3.36,US,overcast clouds
625,Anjozorobe,-18.4,47.87,51.8,93,20,4.7,MG,few clouds
626,Bingol,38.88,40.49,59.52,47,0,8.16,TR,clear sky
627,Vilhena,-12.74,-60.15,87.8,35,18,5.82,BR,few clouds
628,Akhmim,26.56,31.75,89.6,29,0,3.36,EG,clear sky
629,Akyab,20.15,92.9,80.49,88,100,15.82,MM,moderate rain
630,Ketchikan,55.34,-131.65,57.2,100,90,9.17,US,light rain
631,Ponta Delgada,37.73,-25.67,75.2,78,20,12.75,PT,few clouds
632,Chalatenango,14.03,-88.93,73.0,94,40,2.24,SV,light rain
633,Santa Cruz De La Palma,28.68,-17.76,75.2,78,36,16.11,ES,scattered clouds
634,Iquitos,-3.75,-73.25,71.6,78,90,4.7,PE,overcast clouds
635,Nha Trang,12.25,109.18,82.4,88,20,4.7,VN,few clouds
636,Kloulklubed,7.04,134.26,80.6,78,75,7.27,PW,broken clouds
637,Maryborough,-25.53,152.7,43.79,61,0,3.91,AU,clear sky
638,Burns Lake,54.23,-125.75,63.27,43,100,3.44,CA,overcast clouds
639,Shitanjing,39.23,106.34,65.57,50,0,8.03,CN,clear sky
640,Verkhnevilyuysk,63.45,120.32,38.28,86,0,2.62,RU,clear sky
641,Siocon,7.71,122.14,77.54,78,78,3.44,PH,broken clouds
642,Qaqortoq,60.72,-46.03,57.2,58,0,9.17,GL,clear sky
643,Les Cayes,18.2,-73.75,78.03,87,100,18.84,HT,moderate rain
644,Mafeteng,-29.82,27.24,44.37,51,0,3.2,LS,clear sky
645,Cap Malheureux,-19.98,57.61,66.99,82,36,5.01,MU,light rain
646,Atar,20.52,-13.05,103.6,20,26,10.54,MR,scattered clouds
647,Almaznyy,48.04,40.05,62.6,39,0,4.47,RU,clear sky
648,Khandyga,62.67,135.6,39.36,70,96,1.43,RU,overcast clouds
649,Nowogard,53.67,15.12,66.0,67,0,3.36,PL,clear sky
650,Bonavista,48.65,-53.11,62.01,83,37,1.99,CA,scattered clouds
651,Pitanga,-24.76,-51.76,60.82,70,1,4.94,BR,clear sky
652,Haines Junction,60.75,-137.51,59.14,61,98,3.4,CA,overcast clouds
653,Chapais,49.78,-74.85,68.0,49,75,6.93,CA,broken clouds
654,Chhuikhadan,21.53,80.98,77.0,86,0,4.7,IN,clear sky
655,Ritchie,-29.04,24.6,55.4,47,0,8.05,ZA,clear sky
656,Zhumadian,32.98,114.03,76.89,92,29,4.36,CN,scattered clouds
657,Vardo,70.37,31.11,55.4,93,95,14.99,NO,light rain
658,Chegdomyn,51.12,133.02,55.85,92,100,1.81,RU,light rain
659,Buraydah,26.33,43.98,96.8,20,0,5.82,SA,clear sky
660,Teluk Nibung,3.0,99.82,76.41,87,87,2.51,ID,overcast clouds
661,Mushie,-3.02,16.9,76.33,76,100,3.74,CD,light rain
662,Pontianak,-0.03,109.33,75.4,93,80,2.15,ID,broken clouds
663,Poum,-20.23,164.02,71.92,81,23,19.3,NC,few clouds
664,Krizevci,46.02,16.54,73.4,69,81,2.24,HR,broken clouds
665,Broome,42.25,-75.83,84.0,64,1,11.41,US,thunderstorm
666,Conde,-7.26,-34.91,80.6,65,45,14.99,BR,scattered clouds
667,Challapata,-18.9,-66.77,57.02,32,0,10.02,BO,clear sky
668,Mutis,6.23,-77.4,80.53,78,100,7.67,CO,light rain
669,Jiazi,22.88,116.07,80.64,82,73,5.06,CN,broken clouds
670,Zambezi,-13.54,23.1,66.0,32,0,4.72,ZM,clear sky
671,Moussoro,13.64,16.49,81.28,67,37,5.59,TD,scattered clouds
672,Nisia Floresta,-6.09,-35.21,80.6,61,32,18.34,BR,scattered clouds
673,Ambositra,-20.52,47.25,50.34,91,59,1.59,MG,broken clouds
674,Gander,48.97,-54.59,69.8,46,75,6.93,CA,broken clouds
675,Anta,25.15,76.3,77.86,91,37,9.71,IN,light rain
676,Zyryanka,65.75,150.85,37.78,85,99,9.13,RU,overcast clouds
677,Peniche,39.36,-9.38,71.01,86,0,7.0,PT,clear sky
678,Inhambane,-23.86,35.38,66.2,77,0,4.7,MZ,clear sky
679,Batsfjord,70.63,29.72,59.0,87,100,6.93,NO,overcast clouds
680,Mersing,2.43,103.84,73.4,100,79,1.81,MY,broken clouds
681,Mehran,33.12,46.16,69.8,37,0,4.7,IR,clear sky
682,Forest,37.36,-79.29,88.0,55,75,10.29,US,broken clouds
683,Adwa,14.16,38.9,62.78,90,100,2.28,ET,light rain
684,Novichikha,52.2,81.39,56.3,62,65,5.59,RU,broken clouds
685,Guarne,6.28,-75.44,80.6,100,40,6.93,CO,light intensity drizzle
686,Loralai,30.37,68.6,81.55,49,0,8.77,PK,clear sky
687,Selikhino,50.37,137.5,58.33,93,100,4.88,RU,overcast clouds
688,Bucyrus,40.81,-82.98,84.0,58,90,8.05,US,overcast clouds
